,category,copyright_or_license__information,description,download,language,last_updated,metadata,recorded,speakers,tags,video_origin,youtube_dislikes,youtube_likes,youtube_views,youtube_net_likes
40,PyCon AU 2014,http://www.youtube.com/t/terms,"Command line interface tools are the new web framework. In addition to the
Python standard library's getopt, optparse and argparse there is a bewildering
array of packages available on the Python Packaging Index. Packages like Click,
Cliff, Docopt, Invoke all provide different mechanics for creating command line
applications. When all you want to do is expose a command line and get back to
creating functionality, it’s hard to know which alternative to reach for.
This presentation will have two parts, the first half will be a brief survey
of popular modules. Strengths, weaknesses and design philosophies will be
compared by creating command line processing for the same example program.
The second half will go into more depth on a specific package, Begins. This
package was authored by the presenter to minimise the disruption developers
experience when breaking flow to implement command line processing. The
audience will be shown how a single line of code can create a complex command
line interface. It will also be shown how a handful of decorators from the
Begins API can eliminate boilerplate code and create powerful, complex
applications.",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Aaron Iles,,http://www.youtube.com/watch?v=D5l4JNt2ozI,0.0,0.0,381.0,0.0
41,PyCon AU 2014,http://www.youtube.com/t/terms,"Descriptors are a powerful feature of Python that can be used to augment or replace traditional attribute access with arbitrary behaviours.  Such versatility makes the descriptor protocol a valuable tool for any Python programmer, yet although most of us have used descriptors, fewer have implemented one.
This presentation will explain the use cases that motivate descriptors and how other features in Python fall short.  We will then look at some of the descriptors that the audience may already have used (even if they didn't know they were using descriptors!)  This will be followed with an explanation of the descriptor protocol and some implementation and usage examples.
I will discuss some of the finer details of descriptor implementation and will conclude with a look at Elk - a declarative object system authored by the presenter and inspired by Perl's Moose - and the descriptors that power it.",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Fraser Tweedale,,http://www.youtube.com/watch?v=xYBVjVEJtEg,0.0,3.0,320.0,3.0
42,PyCon AU 2014,http://www.youtube.com/t/terms,,ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Curtis Maloney,,http://www.youtube.com/watch?v=VM0G-3jiBA0,0.0,3.0,154.0,3.0
43,PyCon AU 2014,http://www.youtube.com/t/terms,,ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Unknown,,http://www.youtube.com/watch?v=MoQs_4DO-h4,0.0,1.0,171.0,1.0
44,PyCon AU 2014,http://www.youtube.com/t/terms,"Guido admitted in his PyCon 2014 keynote that he will never again conduct a language transition like that from Python 2 to Python 3. The vast majority of Python code written in 2014 is still a SyntaxError on the latest version of Python. Some people have been wondering: will Python 3 ever take off? 
We have done some data mining from PyPI to reveal what progress the community has made so far toward migrating the long tail of packages towards Python 3 and which packages are most critical in the dependency graph of unported packages. We extrapolate from current growth rates about when (if ever) Python 3 support will reach a tipping point after which more new code will be written in Python 3 than Python 2.
We then share our perspective on mistakes made in the Python 3 transition and lessons that we can all learn from. The lessons apply to migrating any interface -- a language, a codebase, or a web API.",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Edward Schofield,,http://www.youtube.com/watch?v=7tEcZ8eDKAc,0.0,1.0,87.0,1.0
45,PyCon AU 2014,http://www.youtube.com/t/terms,,ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Unknown,,http://www.youtube.com/watch?v=J2ppW681A8M,0.0,4.0,299.0,4.0
46,PyCon AU 2014,http://www.youtube.com/t/terms,"Do you have an API? 
Do you accept input from users? Do you accept it in XML? What about YAML? Or maybe JSON? How safe are you?
Are you sure?
It’s not in the OWASP Top 10, but you don’t have to look far to hear stories of security vulnerabilities involving deserialization of user input. Why do they keep happening?
In this talk I’ll go over what the threat is, how you are making yourself vulnerable and how to mitigate the problem. I’ll cover the features (not bugs, features) of formats like XML, YAML, and JSON that make them surprisingly dangerous, and how to protect your code from them.
Because here’s the thing: If you are using, say, a compliant, properly implemented XML parser to parse your XML, you are NOT safe. Possibly quite the opposite.",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Tom Eastman,,http://www.youtube.com/watch?v=LrW-HSHP0ws,0.0,8.0,385.0,8.0
47,PyCon AU 2014,http://www.youtube.com/t/terms,"Python's already a language of choice for developers on the web, in science, and on the desktop. In the meantime, the world of Mobile computing has exploded in the last couple of years, and developers targetting Android, iOS, and other Mobile platforms are writing their apps in Java, Objective-C, JavaScript... but definitely not Python.
But Python's a great language for solving the sort of problems that are posed in Mobile development time -- speedy development cycles, 20 years worth of libraries for solving many tasks that you throw at it, and a ready-made community to help developers. So why aren't we using Python?
This talk surveys the current landscape of Python on the major Mobile platforms, and ways you can start targeting Mobile platforms with your Python code. We'll look at considerations for Mobile web development, the state of Python-based mobile toolkits, and progress towards Python-coded native UIs.",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Christopher Neugebauer,,http://www.youtube.com/watch?v=R1neKbS7UZM,0.0,0.0,133.0,0.0
48,PyCon AU 2014,http://www.youtube.com/t/terms,"OpenStack is one of the biggest python projects ever, and is hiring plenty of interesting python people to work on Open Source, which is cool. Yet, many people tell me that they don't really understand what OpenStack is. Let's fix that once and for all.
25 minutes isn't a long time, so what I'll provide is an overview of the various components of OpenStack and how they tie together. We'll cover what bits might be of interest to your average python hacker, as well as the general problems we're trying to solve. I secretly hope this will enthuse people to come and hack on OpenStack, but its also cool if audience members walk away from the talk deciding that OpenStack is not of interest to them -- so long as they now understand vaguely what OpenStack is, then we're cool.
I'll also try and cover how the OpenStack Foundation and code governance model works, but it might require talking really fast. We shall see!",ogg,English,2014-08-14 00:00:00,JSON,2014-08-07 00:00:00,Michael Still,,http://www.youtube.com/watch?v=DEI5oJzzdFw,0.0,3.0,592.0,3.0
49,PyCon AU 2014,http://creativecommons.org/licenses/by/3.0/,,ogg,English,2014-08-14 00:00:00,JSON,2014-08-05 00:00:00,Katie Cunningham,,http://www.youtube.com/watch?v=HQxBKnrjl1w,0.0,5.0,405.0,5.0
50,PyCon AU 2014,http://creativecommons.org/licenses/by/3.0/,,ogg,English,2014-08-14 00:00:00,JSON,2014-08-05 00:00:00,Dr James R. Curran,,http://www.youtube.com/watch?v=iVv7fCwVbp4,0.0,14.0,596.0,14.0
